Author,Title,Time,Content,Push Tag,Push User ID,Push Content,Push Time
lagxp (◎▽◎),Re: [新聞] 館長電商「豬肉變和牛」？撞菲律賓肉商,Wed May  3 14:49:17 2023,這一看就知道是黨媒想黑館長館長就是太誠實 得罪黨就是這樣PTT也都是網軍 網軍PO文 新聞再抄 一起黑館長 產業一條龍這一定是底下白痴搞的 館長又不知道 在那黑館長根本沒意義再說這都標「參考」惹 幹你娘參考看不懂喔？一點小出包而已 哪像某個騙朋友的詐賭麻販 完全沒有誠信可言館長說冷凍食品才賺2% 現在是整天抓著老實生意人放大檢視嗎？不信的話今晚直播 信不信會跟我講ㄉ一樣 嘻嘻※ 引述《kmter5566 (giveme500)》之銘言：: 備註請放最後面 違者新聞文章刪除: 1.媒體來源:: TVBS: 2.記者署名:: 編輯 王芊歷 報導: 3.完整新聞標題:: 館長電商「豬肉變和牛」？撞菲律賓肉商宣傳照　網酸：最頂團隊: 4.完整新聞內文:: 館長陳之漢日前經營副業便當店「True飯」，因招牌便當「脆皮燒肉飯」售價過高、燒肉製: 作過程惹議，還不時與YouTuber Toyz隔空交火，成為近期討論度最高的網紅。有網友指出: ，館長電商平台宣傳照疑似出包，不僅以涮牛肉照當作冷凍豬肉的示意圖，使用的還是國外: 某家肉品批發商的照片，掀起網友熱議。: 一名網友透過PTT論壇發文，指控館長電商平台「NOTORIOUS惡名昭彰」使用錯誤宣傳照，包: 括冷凍食品區肉品，嚴選台灣豬梅花以及豬五花火鍋肉片。該名網友嘲諷，「質感太好了吧: ！豬肉拍出和牛的效果」，並強調儘管宣傳照下方有清楚寫下「圖片僅供參考，餐點以實物: 為準」標語，但仍十分荒謬，甚至兩種品項還使用一模一樣的圖。: 貼文曝光後，網友們紛紛留言，「製圖部厲害」、「還以為是霜降牛」、「那火鍋圖是牛肉: 吧」、「騙我沒吃過牛肉484」、「詐欺a」、「最頂的團隊」。事實上，經搜尋後發現，菲: 律賓肉品批發商「The Holy Gyu」早在2020年10月16日即在粉專分享此圖，而除了冷凍豬肉: 之外，電商平台在美國板腱牛以及雪花牛火鍋肉片也使用同一張照片。: 5.完整新聞連結: https://news.tvbs.com.tw/entertainment/2112656: 6.備註:: 最頂的美術團隊,→,potionx,: 素不素  素素素,05/03 18:24
leon131417 (),Re: [新聞] 館長電商出包？豬五花放「A5和牛照」菲律賓肉商IG竟有同,Wed May  3 14:17:53 2023,不是館粉但你想像一個情境一個默默為台灣做事的公眾人物他的商品用料都很頂又像個長輩一樣 天天陪大家聊天說社會事每個產品利潤其實都沒有很多 都回饋給粉絲又養四百個台灣員工 這樣就不曉得多少台灣人了又整天被眼紅的黑粉攻擊 造謠在這個情況下 你會不會支持他出的商品是不是 是不是聊天室老粉都懂說著說著我的眼淚又掉下來了嗚嗚嗚嗚※ 引述《gerychen (邪惡肥宅)》之銘言：: 我比較好奇: 什麼情況下會在館長電商買東西？: 以肥宅我自己來說: 要買一個東西一定是先google該產品: 然後google會篩出所有電商該產品的價格: 你甚至不用一個一個電商平台去搜尋: 就能瞬間完成網路比價了: 頂多你不放心，真的再去各個平台比價一次: 然後，在你比價完一輪之後: 肯定就會挑最划算的買吧: 結果卻在館長的電商平台買東西: 這是不是有什麼誤會？: 有8卦？-----Sent from JPTT on my iPhone,推,meetdave,: 真是氣氣氣氣氣,05/03 19:02
kmter5566 (giveme500),[新聞] 館長電商「豬肉變和牛」？撞菲律賓肉商,Wed May  3 13:29:55 2023,備註請放最後面 違者新聞文章刪除1.媒體來源:TVBS2.記者署名:編輯 王芊歷 報導3.完整新聞標題:館長電商「豬肉變和牛」？撞菲律賓肉商宣傳照　網酸：最頂團隊4.完整新聞內文:館長陳之漢日前經營副業便當店「True飯」，因招牌便當「脆皮燒肉飯」售價過高、燒肉製作過程惹議，還不時與YouTuber Toyz隔空交火，成為近期討論度最高的網紅。有網友指出，館長電商平台宣傳照疑似出包，不僅以涮牛肉照當作冷凍豬肉的示意圖，使用的還是國外某家肉品批發商的照片，掀起網友熱議。一名網友透過PTT論壇發文，指控館長電商平台「NOTORIOUS惡名昭彰」使用錯誤宣傳照，包括冷凍食品區肉品，嚴選台灣豬梅花以及豬五花火鍋肉片。該名網友嘲諷，「質感太好了吧！豬肉拍出和牛的效果」，並強調儘管宣傳照下方有清楚寫下「圖片僅供參考，餐點以實物為準」標語，但仍十分荒謬，甚至兩種品項還使用一模一樣的圖。貼文曝光後，網友們紛紛留言，「製圖部厲害」、「還以為是霜降牛」、「那火鍋圖是牛肉吧」、「騙我沒吃過牛肉484」、「詐欺a」、「最頂的團隊」。事實上，經搜尋後發現，菲律賓肉品批發商「The Holy Gyu」早在2020年10月16日即在粉專分享此圖，而除了冷凍豬肉之外，電商平台在美國板腱牛以及雪花牛火鍋肉片也使用同一張照片。5.完整新聞連結 https://news.tvbs.com.tw/entertainment/21126566.備註:最頂的美術團隊,→,higameboy,,05/03 19:34
gerychen (邪惡肥宅),Re: [新聞] 館長電商出包？豬五花放「A5和牛照」菲律賓肉商IG竟有同,Wed May  3 12:28:45 2023,我比較好奇什麼情況下會在館長電商買東西？以肥宅我自己來說要買一個東西一定是先google該產品然後google會篩出所有電商該產品的價格你甚至不用一個一個電商平台去搜尋就能瞬間完成網路比價了頂多你不放心，真的再去各個平台比價一次然後，在你比價完一輪之後肯定就會挑最划算的買吧結果卻在館長的電商平台買東西這是不是有什麼誤會？有8卦？,→,williamhan,: 我想買最頂的要你管,05/03 14:21
songgood (ilovegoodgame),Re: [新聞] 館長電商出包？豬五花放「A5和牛照」菲律賓肉商IG竟有同,Wed May  3 12:17:55 2023,我覺得啦如果要做出特色做出品牌就是去廠商那邊拿樣品肉來拍拍完後再料理在拍在寫感想如果只是抓圖庫這不就是又少一個宣傳的機會了--https://i.imgur.com/t5F7Jy5.jpg哎呦 你臉紅了,推,lakefox,: 腦粉買單就好 再拍攝的話連2%利潤都沒了,05/03 12:30
andy199113 (誒嘿嘿嘿),Re: [新聞] 館長電商出包？豬五花放「A5和牛照」菲律賓肉商IG竟有同,Wed May  3 12:06:48 2023,※ 引述《kenny1300175 (蘇湖)》之銘言：: 網紅「館長」陳之漢自創的電商品牌「NOTORIOUS惡名昭彰」被網友發現，官網上的2項豬: 肉產品使用和牛照片，且該照片與菲律賓一間進口日本和牛的電商品牌所使用的照片竟是: 同一張。好了啦跟屏東圖庫女孩都用同個圖庫而已 別吵了Yakiniku Shabu & sukiyakihttps://www.shutterstock.com/zh/image-photo/yakiniku-shabu-sukiyaki-1112973998花錢買就有的東西，沒什麼吧館粉別吵了，就這麼簡單，最頂的圖庫照片商業用途花小錢買圖也很合理,→,sean77ws,:  ….,05/03 16:28
kenny1300175 (蘇湖),[新聞] 館長電商出包？豬五花放「A5和牛照」菲律賓肉商IG竟有同一張,Wed May  3 09:13:39 2023,備註請放最後面 違者新聞文章刪除1.媒體來源: ETtoday※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單）※ Yahoo、MSN、LINE等非直接官方新聞連結不被允許2.記者署名: 鄒鎮宇※ 若新聞沒有記者名字或編輯名字，請勿張貼，否則會被水桶14天※ 外電至少要有來源或編輯 如:法新社3.完整新聞標題: 館長電商出包？豬五花放「A5和牛照」菲律賓肉商IG竟有同一張※ 標題沒有完整寫出來 ---> 依照板規刪除文章4.完整新聞內文:網紅「館長」陳之漢自創的電商品牌「NOTORIOUS惡名昭彰」被網友發現，官網上的2項豬肉產品使用和牛照片，且該照片與菲律賓一間進口日本和牛的電商品牌所使用的照片竟是同一張。有網友日前在PTT發文表示，館長電商平台中的「台灣梅花豬」、「台灣豬五花」下方都接上同一張涮肉的照片，該照上方寫著「嚴選台灣上等豬肉」等，介紹肉品的部位、口感及料理方式。https://i.imgur.com/3ytrRiM.jpg▲▼館長的電商平台在豬肉商品中放上和牛照，引起網友討論。（圖／翻攝NOTORIOUS惡名昭彰）https://i.imgur.com/xxzfK2w.jpg然而，網友卻一眼就看出，這張「涮肉照」中的肉品是和牛，笑說「質感太好了吧，豬肉拍出和牛的效果。雖然寫了圖片僅供參考，以實物為準，但還是很猛八（吧）？連圖片都一樣，笑死」。網友看完紛紛留言，「製圖部厲害」、「最頂的團隊」、「最頂的」、「最後一張是豬肉？騙我沒吃過牛肉484」。據了解，「NOTORIOUS惡名昭彰」的網站上，並沒有和牛相關的商品，但美國牛肉相關產品、豬肉產品都放上同一張「涮肉照」進行說明。此外，根據圖片搜尋，「NOTORIOUS惡名昭彰」使用的「涮肉照」，與菲律賓一間販售日本和牛的肉品電商是同一張照片。而菲律賓電商的照片為2020年10月16日上傳。▼菲律賓肉品電商過去PO出的照片。（圖／翻攝The Holy Gyu臉書）https://i.imgur.com/j3w2s2v.jpg※ 社論特稿都不能貼！違者刪除（政治類水桶3個月)，貼廣告也會被刪除喔！可詳看版規5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:https://www.ettoday.net/news/20230503/2491092.htm※ 當新聞連結過長時，需提供短網址方便網友點擊6.備註:※ 一個人一天只能張貼一則新聞(以天為單位)，被刪或自刪也算額度內，超貼者水桶，請注意※ 備註請勿張貼三日內新聞(包含連結、標題等)--最頂的豬肉，涮出和牛口感,推,sk6,: 最頂的,05/04 01:48
adhere (Believe in Me),[新聞] 上班前先脫光！俄電商禁偷帶手機　員工遭「羞辱式」搜身,Tue Apr 25 20:35:51 2023,1.媒體來源:TVBS2.記者署名:陳妍如3.完整新聞標題:上班前先脫光！俄電商禁偷帶手機　員工遭「羞辱式」搜身4.完整新聞內文:有「俄羅斯版亞馬遜」之稱的線上零售商「Wildberries」近期被踢爆，旗下員工在上下班時竟然被迫全身脫光、只剩內衣接受「羞辱式檢查」，以確保員工不會攜帶違禁物品進出工作場所，相關影片也被臥底報導的記者曝光，引發譁然。《每日郵報》報導，「Wildberries」是俄羅斯最大的線上購物網站，旗下有超過4.8萬名員工。一段洩漏了公司內部「搜身制度」的影片顯示，員工們在每天早上上班、晚上下班離開時，都要在攝影機監控下接受一次全身脫光、僅剩下內衣的搜身檢查。據了解，外洩的影片攝於俄羅斯總統普欽的家鄉聖彼得堡，該電商稱進行全身檢查，是為了阻止倉庫員工攜帶手機、手錶進入工作場所，下班時的檢查則是為了打擊倉庫竊盜。雖然外洩的影片中，接受搜身的大都是女性，但俄國媒體《life.ru》擔任臥底的記者揭發「Wildberries」指出，男性員工也同樣要經過這樣的檢查，「我們的記者只在那裏工作了三天，但他將終身難忘。據他的調查，每個在倉庫工作的早晨，都是從這種羞辱性的過程開始的。」報導提到，「Wildberries」是由親普欽的寡頭、現年47歲的巴卡爾丘克（TatyanaBakalchuk）創辦經營，她曾是一名英語老師，且與克林姆林宮有密切關係；2022年，在俄羅斯因入侵烏克蘭而受到國際經濟制裁後，「Wildberries」成為重要的購物管道，還獲得了15億份訂單，營業額大幅增長。5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:https://news.tvbs.com.tw/world/21058296.備註:好羨慕唷（X）好色唷（O）八卦肥宅們夢想的上班地點？--本村庄的正妹https://i.imgur.com/hnVlsuL.jpghttps://i.imgur.com/fh98pyq.pnghttps://i.imgur.com/d8VUkHr.jpghttps://i.imgur.com/OYnPY38.jpghttps://i.imgur.com/48K2fST.jpg,→,shamanlin,: 大概是偷太兇了,04/26 02:00
walter1994 (legendary fisher),[問卦] 館長：我比較笨，我電商利潤都抓得很低QQ,Fri Apr 21 11:27:48 2023,館長直播觀看Willy的成本估算影片，前後爆槌桌子加開關數次：「齁，我真的沒辦法看完啦，我的成本絕對高於120很多」之後向觀眾大吐內心話：「我沒有辦法這樣做啦，我真的比較笨啦，因為我的利潤真的抓得很低，我電商利潤也抓得滿低的」「這是真的，也因為這樣我做了十年哪，顧客就是我的粉，我不會賺我不應該賺得錢」有沒有鄉民要對爺爺這段溫馨喊話發表一下看法？https://i.imgur.com/MY68T4R.jpg,推,chen821114,: 三小,04/22 14:25
KENDO777 (KENDO777),Re: [問卦] 館長電商是全台最貴嗎？,Wed Apr 19 04:23:29 2023,※ 引述《zorroptt (毛毛鼠)》之銘言：: 我看昨天館長影片  的下面留言: 感覺館長解釋的很清楚了吧: 說有些合作廠商本身也是股東: 甚至有投入1.2E的成衣商: 沒提的不知還有多少: 所以說收回扣什麼的根本就無稽之談: 我是覺得這說法很有說服力啦: 因此也能了解為啥價格都這麼頂: 反正就是個讓股東擺貨上去賣的平台: 也沒啥倒不倒的問題（？: 阿館拿到資金負責帶貨圓他的健身館夢: 廠商拿貨過來電商就負責想辦法賣掉: 品質和價格感覺也不好和股東要求（？: 所以看起來臭小宇們感覺也不太對: 畢竟和廠商地位差太多了吧@@ 能談啥大概能理解你講的意思就是館長本身沒有跟廠商議價的能力只要有錢丟入電商投資的廠商都可以把惡名昭彰平台當作自己的想開多少開多少想賣什麼賣什麼館長本身對於這樣的買賣方式沒有能力可以去抑制不好的價格跟商品沒有辦法幫消費者把關所以看到貴或是品質不好（例如麻將）的東西不能怪館長他是受害者謝謝你的解釋我覺得很清楚,推,kuominj,: 他是受害者，受害還賣？,04/19 07:02
songgood (ilovegoodgame),Re: [問卦] 館長電商是全台最貴嗎？,Tue Apr 18 23:45:02 2023,我好奇的是如果在別的平台買館長產品可否累積品牌價值因為館長說達到傳奇等級未來會有好處如果在別的平台買沒辦法累積傳奇等級那我寧願買貴一點衝等級--https://i.imgur.com/t5F7Jy5.jpg哎呦 你臉紅了,→,k5863014,: 看未來先到還是你們先倒,04/19 00:25
zorroptt (毛毛鼠),Re: [問卦] 館長電商是全台最貴嗎？,Tue Apr 18 23:40:19 2023,※ 引述《gerychen (邪惡肥宅)》之銘言：: ※ 引述《KENDO777 (KENDO777)》之銘言：: : 如題: : 館長電商平台的保健品: : 被人發現在momo買只要8折左右: : momo:https://i.imgur.com/gV9rrx1.jpg: : 惡名昭彰：https://i.imgur.com/dIiHuVN.jpg: : 連實體通路都比館長的電商便宜: : （館長的電商價格都貴差不多100up）: : https://i.imgur.com/sKZECp9.jpg: : https://i.imgur.com/tiURmnu.jpg: : https://i.imgur.com/xDff3p8.jpg: : 難道這就是台灣最頂電商的威力嗎: : 有沒有八卦: 賣自己產品: 比其他通路貴: 賣別人產品: 比原廠貴: 所以到底這個電商在經營什麼？: 有人可以解釋一下還沒倒的原因ㄇ我看昨天館長影片  的下面留言感覺館長解釋的很清楚了吧說有些合作廠商本身也是股東甚至有投入1.2E的成衣商沒提的不知還有多少所以說收回扣什麼的根本就無稽之談我是覺得這說法很有說服力啦因此也能了解為啥價格都這麼頂反正就是個讓股東擺貨上去賣的平台也沒啥倒不倒的問題（？阿館拿到資金負責帶貨圓他的健身館夢廠商拿貨過來電商就負責想辦法賣掉品質和價格感覺也不好和股東要求（？所以看起來臭小宇們感覺也不太對畢竟和廠商地位差太多了吧@@ 能談啥,→,potionx,: 股東和館長不能當韭菜 那誰要當韭菜,04/19 00:54
torosome (TOROsome),Re: [問卦] 館長電商是全台最貴嗎？,Tue Apr 18 22:52:32 2023,※ 引述《gerychen (邪惡肥宅)》之銘言：: ※ 引述《KENDO777 (KENDO777)》之銘言：: : 如題: : 館長電商平台的保健品: : 被人發現在momo買只要8折左右: : momo:https://i.imgur.com/gV9rrx1.jpg: : 惡名昭彰：https://i.imgur.com/dIiHuVN.jpg: : 連實體通路都比館長的電商便宜: : （館長的電商價格都貴差不多100up）: : https://i.imgur.com/sKZECp9.jpg: : https://i.imgur.com/tiURmnu.jpg: : https://i.imgur.com/xDff3p8.jpg: : 難道這就是台灣最頂電商的威力嗎: : 有沒有八卦: 賣自己產品: 比其他通路貴: 賣別人產品: 比原廠貴: 所以到底這個電商在經營什麼？: 有人可以解釋一下還沒倒的原因ㄇ產品廠商藉由館長賺曝光度啊不然你知道這維他命嗎搞不好有收上架費,推,athome1,: 真的比其他通路貴很多 會買的一定是真愛,04/19 00:55
