id,source,keyword,time,comment,score
23,facebook,pchome,2023-03-15,"Griffin Tai 我猜原來的code是前端和後端都寫在一起？",0.002237
24,facebook,pchome,2023-03-15,"Griffin Tai 原來的設計師是前執行長，你覺得該聽誰的？",0.034086
25,facebook,pchome,2023-03-15,"APP的選項 沒辦法更改選項圖片 客人是要怎麼選擇款式 很基本的功能都沒有.. 能跟電腦版同步一下嗎",0.001808
26,facebook,pchome,2023-03-15,"楊吉豐 有可能是階段性更新，可能先處理電腦端",0.050141
27,facebook,pchome,2023-03-15,"楊吉豐 我來跟技術部了解一下 ",0.344307
28,facebook,pchome,2023-03-15,"陳韻如 因為看不到選項圖片 導致目前上架的單品大多是單一款式廠商沒辦法在同一SKU上讓消費者有更多的選擇",0.002704
29,facebook,pchome,2023-03-15,"楊吉豐 據說是擔心像蝦皮一樣全部都是一元標價，我是覺得蝦皮因為沒有人把關，或者可以全部用選項中最高價為標價，就不會有投機取巧的歪風了",0.003084
30,facebook,pchome,2023-03-15,PC原來介面的設計師是詹董罵完領完幾千萬走人那位。,0.002447
31,facebook,pchome,2023-03-15,真的有改善很多拉,0.999962
32,facebook,pchome,2023-03-15,乍看之下好像好看，但操作上更不人性化了...,0.018053
33,facebook,pchome,2023-03-15,系統要更新，是很龐大的工作看來是IT部門妥協了,0.007929
34,facebook,pchome,2023-03-15,"Ken Hsu",0.016379
35,facebook,pchome,2023-03-15,"謝謝版主肯定  這次的新版單品頁介面上線後，收到許多反饋，技術部目前根據這些建議正在進行 A/B test，持續優化 ",0.803764
36,facebook,pchome,2023-03-15,"陳韻如 願意改變值得讚賞，但這幾天網站跟後台一直不太穩定，希望PC繼續加油！",0.974362
37,facebook,pchome,2023-03-15,"Alice Chen 建議淘寶天貓的版看一看能用多少用多少, 然後測試細節就好",0.85766
38,facebook,pchome,2023-03-15,"貝克菜 真的 抄作業能抄到60%就及格了",0.004239
39,facebook,pchome,2023-03-15,"貝克菜 我是覺得全世界的電商網站都長差不多是有他的道理的，不用太特立獨行",0.498092
40,facebook,pchome,2023-03-15,"貝克菜 參考一下京東也很棒啊",0.999963
41,facebook,pchome,2023-03-15,努力執行24小時到貨比較實在啦⋯⋯自家配送的貨，還能36小時才到,0.008068
42,facebook,pchome,2023-03-15,還有許多硬仗,0.01803
43,facebook,pchome,2023-03-15,"感謝分享，我和團隊會繼續努力，帶給用戶和廠商有感改變，還有很多要努力改善 ",0.999962
44,facebook,pchome,2023-03-15,"Alice Chang 加油",0.999963
45,facebook,pchome,2023-03-15,"Alice Chang App介面再麻煩改一下了",0.000143
46,facebook,pchome,2023-03-15,看到「晚安」兩個字覺得親切,0.999962
47,facebook,pchome,2023-03-15,原來是任天堂還以為PCHome呢,0.268573
48,facebook,pchome,2023-03-15,pchome傳承已久的美感災難終於有救了,0.999962
49,facebook,pchome,2023-03-15,原來的設計師應該沒有被開除啦因為應該沒有原來的設計師這種人存在,0.000731
50,facebook,pchome,2023-03-15,天啊終於有進步就給推還有很長一段路加油,0.997169
51,facebook,pchome,2023-03-15,差不多了,0.068684
52,facebook,pchome,2023-03-15,好像蝦皮,0.074708
53,facebook,pchome,2023-03-15,主管原來都在這裡,0.952157
54,facebook,pchome,2023-03-15,終於動了⋯,0.030852
55,facebook,pchome,2023-03-15,最近開始從momo回鍋pchome24小時買東西了,0.146235
56,facebook,pchome,2023-03-15,改一段時間了，但針對回饋跟活動資訊之前的還是比較好,0.017571
57,facebook,pchome,2023-03-15,明明都原價在賣，誰會什麼都習慣在上面買…..,0.000042
58,facebook,pchome,2023-03-15,那麼大的公司反應那麼慢，都被說多久了我傳商品給大陸友人都說這你們台灣的頭部網站？彷彿回到10幾年前,0.000242
59,facebook,pchome,2023-03-15,遲了好幾年的新介面，但24小時到貨呢？,0.148356
60,facebook,pchome,2023-03-15,當大家還會罵表示你還有救大家都不罵才可怕你看現在有誰罵yahoo了,0.000651
61,facebook,pchome,2023-03-15,消費者在網購上在意的是價格低、品質好、就往哪裡去，但是使用體驗不好就沒機會了，積極改進以客戶需求為中心就有機會,0.002378
62,facebook,pchome,2023-03-15,這就是前人種樹後人乘涼的經典，前執行長就已經開始的事，搞的是自己的政績,0.30873
63,facebook,pchome,2023-03-15,"Lin Sara Kevin那時期是有人能動唷，笑死",0.00348
64,facebook,pchome,2023-03-15,"我想這是什麼時候開始動的，P家內部非常清楚 就不贅述囉～",0.23044
65,facebook,pchome,2023-03-15,"Lin Sara 請問你是內部員工嗎？",0.000066
66,facebook,pchome,2023-03-15,"這次很有感～ 當日特賣的選品都很不錯，身邊媽媽族群3.5年沒用過pc，都手滑了幾次。雖然結帳過程問題多，但是有進步了，加油加油",0.999958
67,facebook,pchome,2023-03-15,這是誤會，我只會看價格耶，你看蝦皮有什設計感。,0.002075
68,facebook,pchome,2023-03-15,沒人要支持民進黨的公司，PChome,0.022976
69,facebook,pchome,2023-03-15,後台有改善嗎？之前使用過他們家的後台真的難用到爆……找一個東西找超久……,0.001424
70,facebook,pchome,2023-03-15,加油終於要跳脫原始人的介面了,0.999193
