id,source,keyword,time,comment,score
84,YouTube,台灣電商大戰「物流為王」！PChome每天只賺1.,2023-01-09,"我覺得電商先整合好他們合作的物流吧, 訂單貨物追蹤系統跟屎一樣爛, 明明就是跟PCHOME訂, 他們交新竹物流送, 新竹物流又轉交給郵局送, NTM我要查貨還得自己經手兩大物流系統追蹤, 連最基本的消費者需求心理都不懂, 這電商會賺錢才有鬼。",1
85,YouTube,台灣電商大戰「物流為王」！PChome每天只賺1.,2023-01-09,"我覺得電商先整合好他們合作的物流吧, 訂單貨物追蹤系統跟屎一樣爛, 明明就是跟PCHOME訂, 他們交新竹物流送, 新竹物流又轉交給郵局送, NTM我要查貨還得自己經手兩大物流系統追蹤, 連最基本的消費者需求心理都不懂, 這電商會賺錢才有鬼。",1
105,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-11-13,"PCHome與淘寶、 JD比較起來，真難用，可謂User unfriendly🥵",2
108,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-11-13,"PCHome與淘寶、 JD比較起來，真難用，可謂User unfriendly🥵",2
109,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-11-12,原來PChome董座是這種心態阿！恩.....看不起台灣倒掉也好，不會再去PChome了,1
110,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-11-12,原來PChome董座是這種心態阿！恩.....看不起台灣倒掉也好，不會再去PChome了,1
139,YouTube,台灣電商大戰「物流為王」！PChome每天只賺1.,2022-10-29,只要pchome跌破20<br>我就放鞭炮慶祝<br>獲利好的時後<br>主管眼睛都長在頭頂<br>高傲<br>心情好要留人就留人<br>心情差同事就就叫你下班找人事<br>要用人就就用人<br>要開除人就開除人<br>他們就是有一種你不做<br>別人也會搶著進來<br>薪水其實也只是法定工資加伙食津貼<br>徵不到正職<br>只能高薪請臨時工,5
140,YouTube,台灣電商大戰「物流為王」！PChome每天只賺1.,2022-10-29,只要pchome跌破20<br>我就放鞭炮慶祝<br>獲利好的時後<br>主管眼睛都長在頭頂<br>高傲<br>心情好要留人就留人<br>心情差同事就就叫你下班找人事<br>要用人就就用人<br>要開除人就開除人<br>他們就是有一種你不做<br>別人也會搶著進來<br>薪水其實也只是法定工資加伙食津貼<br>徵不到正職<br>只能高薪請臨時工,5
151,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-09,"Pchome已經變成詐騙碰瓷公司了,我買個商品一退一買的方式換貨還要被強收開箱使用費，然後說我佔用他們保固2天使用費",1
154,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-09,"Pchome已經變成詐騙碰瓷公司了,我買個商品一退一買的方式換貨還要被強收開箱使用費，然後說我佔用他們保固2天使用費",1
155,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-07,"pchome真心難用<br>篩選不是沒有就是分類項目幫助不大<br>每次用都有一種逛跳蚤市場的感覺, 東西又亂又過時<br>一個搜尋都做不好, ui/ux也很差<br>只有在momo跟蝦皮都沒找到理想品項才會去看看pchome<br><br>然後6h到貨也是一個笑話, 連24h都到不了, 事後再給一些補償也無濟於事<br>連續買兩次都被放鳥以後, pchome已完全沒有吸引力",2
158,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-07,"pchome真心難用<br>篩選不是沒有就是分類項目幫助不大<br>每次用都有一種逛跳蚤市場的感覺, 東西又亂又過時<br>一個搜尋都做不好, ui/ux也很差<br>只有在momo跟蝦皮都沒找到理想品項才會去看看pchome<br><br>然後6h到貨也是一個笑話, 連24h都到不了, 事後再給一些補償也無濟於事<br>連續買兩次都被放鳥以後, pchome已完全沒有吸引力",2
160,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-06,"我不愛蝦皮，覺得很麻煩，還要等，pchome 真的方便多了",2
162,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-06,"pchome 一些東西還要強制辦卡也去辦了不給過啊,直接轉戰momo辦卡好辦太多,至於蝦皮自己把它當取代露天 奇摩拍賣來用<br><br>現在基本就momo+蝦皮",3
170,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-06,"pchome 一些東西還要強制辦卡也去辦了不給過啊,直接轉戰momo辦卡好辦太多,至於蝦皮自己把它當取代露天 奇摩拍賣來用<br><br>現在基本就momo+蝦皮",3
171,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-06,"我不愛蝦皮，覺得很麻煩，還要等，pchome 真的方便多了",2
183,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-05,"pchome 這幾年真的不行了",1
185,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-10-05,"pchome 這幾年真的不行了",1
253,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-23,"pchome就是貴 東西品質又差，賣的幾乎是 整新品",1
258,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-23,"PChome真的活該 快點倒閉，自己不進化，總怪大環境，拜託快西進",1
261,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-23,"PChome真的活該 快點倒閉，自己不進化，總怪大環境，拜託快西進",1
262,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-23,"pchome就是貴 東西品質又差，賣的幾乎是 整新品",1
272,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-22,"問題蝦屁灌水訂單不少，我兩三次看到低價球鞋下標結帳後，被狆國賣家取消棄單找不到紀錄，根本就是串通灌單用假買賣真灌單，淘寶也是靠作假營造營業額和流量 <br> <br>PCHOME也有蝦皮七成流量和交易量，不用被狆國垃圾電商騙了，網家也沒那麼慘從來只在網家買東西，MXMO的算了超爛APP根本不想用",2
280,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-22,"問題蝦屁灌水訂單不少，我兩三次看到低價球鞋下標結帳後，被狆國賣家取消棄單找不到紀錄，根本就是串通灌單用假買賣真灌單，淘寶也是靠作假營造營業額和流量 <br> <br>PCHOME也有蝦皮七成流量和交易量，不用被狆國垃圾電商騙了，網家也沒那麼慘從來只在網家買東西，MXMO的算了超爛APP根本不想用",2
292,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-20,"以前超愛用 Pchome<br>但現在幾乎0吸引力<br>除了蝦皮就是用Momo<br><br>我是覺得頁面可以先做好看一點啦<br>Pchome的頁面都沒有這兩家簡單明瞭",2
296,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-20,"以前超愛用 Pchome<br>但現在幾乎0吸引力<br>除了蝦皮就是用Momo<br><br>我是覺得頁面可以先做好看一點啦<br>Pchome的頁面都沒有這兩家簡單明瞭",2
300,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-19,PCHOME其實也沒說錯，蝦皮畢竟只有一家。全球市場的科技業除外，在台灣本土要賺到大錢的生意都必須擠到幾乎是寶座的地位。,2
302,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-19,PCHOME其實也沒說錯，蝦皮畢竟只有一家。全球市場的科技業除外，在台灣本土要賺到大錢的生意都必須擠到幾乎是寶座的地位。,2
305,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-18,pchome很多東西都比別人貴，又要滿490才免運太麻煩,2
306,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-18,"PC HOME現在整個都是滿滿的大陸賣家.誰還要買啊?只想賺錢卻不控管.PCHOME倒閉是早晚的事...不意外",1
308,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-18,pchome很多東西都比別人貴，又要滿490才免運太麻煩,2
312,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-18,"PC HOME現在整個都是滿滿的大陸賣家.誰還要買啊?只想賺錢卻不控管.PCHOME倒閉是早晚的事...不意外",1
318,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-16,"pchome 網路或社群抱怨好幾年了 介面和搜尋功能超糟糕<br>網頁及app uiux 必須讓 前後端工程師整塊重做.....",2
322,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-16,"pchome 網路或社群抱怨好幾年了 介面和搜尋功能超糟糕<br>網頁及app uiux 必須讓 前後端工程師整塊重做.....",2
323,YouTube,Pchome連三季虧損上半年虧近3400萬.每股虧,2022-09-15,很遺憾，PChome連個客服都沒有，也從不以人為本，核心成員豬腦袋裝狗屎，不談服務，整天只想著賺錢，這是我見過最討厭的電商（真的毫無生存意義）。,1
324,YouTube,Pchome連三季虧損上半年虧近3400萬.每股虧,2022-09-15,很遺憾，PChome連個客服都沒有，也從不以人為本，核心成員豬腦袋裝狗屎，不談服務，整天只想著賺錢，這是我見過最討厭的電商（真的毫無生存意義）。,1
326,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-14,"<a href="https://www.youtube.com/watch?v=HcGkDrDAm08&amp;t=5m20s">5:20</a>完全錯誤 是成本非常的低廉 相對補助 設備可以說是不用錢了 it產業一慣都有這優勢 <br>成本低到人人可以是電商<br>我們可以看看 免運的代價一個月有多少 鑑於網購時代早已盛行 每一個月網購一件東西是一定有的 <br>2300萬X60元=13.8億 更不要說 一個禮拜買一個東西了 試問哪一個白手起家能這樣玩？<br>這就只是大陸很傳統的養套殺 不用講的那麼高尚 這種拿未來的錢現在使用的行為大陸非常盛行<br>不然債台高築怎麼來的？電商倒債怎麼來的？<br><br>不過pchome真正失敗的原因應該是 使用環境不理想才是最大主因 可能管理層太頑固聽不進年輕的聲音<br>介面停留在使幾年前 蝦皮介面已經夠爛了 pc還更爛 還想怪別人",1
330,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-14,"<a href="https://www.youtube.com/watch?v=HcGkDrDAm08&amp;t=5m20s">5:20</a>完全錯誤 是成本非常的低廉 相對補助 設備可以說是不用錢了 it產業一慣都有這優勢 <br>成本低到人人可以是電商<br>我們可以看看 免運的代價一個月有多少 鑑於網購時代早已盛行 每一個月網購一件東西是一定有的 <br>2300萬X60元=13.8億 更不要說 一個禮拜買一個東西了 試問哪一個白手起家能這樣玩？<br>這就只是大陸很傳統的養套殺 不用講的那麼高尚 這種拿未來的錢現在使用的行為大陸非常盛行<br>不然債台高築怎麼來的？電商倒債怎麼來的？<br><br>不過pchome真正失敗的原因應該是 使用環境不理想才是最大主因 可能管理層太頑固聽不進年輕的聲音<br>介面停留在使幾年前 蝦皮介面已經夠爛了 pc還更爛 還想怪別人",1
340,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-12,PChome+1,5
343,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-12,PChome+1,5
347,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-11,蝦皮真的比較懂一般市井小民要什麼，但是我真的覺得他可以再好看一點，不然規模太大會醜化整個市場~不管是配色還是商標設計，都可以再複雜和有美感些。Pchome的整體經營理念還是比較根深柢固/美感，要認真買東西還是去pchome買，只是就稍微貴些。<br><br>-------<br>為什麼企業、大公司的財報或一些資訊，好像有時候是透明有時候又可以不公開?????<br><br>而且既然是同一間公司，有沒有可能電玩的成本寫在店商，店商的成本其實來自支持電玩，老實說現在對於這些數字都覺得蠻多可疑性?尤其又跟大陸有關，他們河南的銀行出事，但政府卻規定破產的居然是山東，完全看不太懂~我也不知道一間公司的收入和成本支出的財報、帳到底是誰來監督?既然是私人企業，又有誰能夠知道??他們如果要移來移去，或是直接作假誰又知道?更重要的又是跟騰訊大陸的政府掛勾。<br><br>大陸的東西真的完全看不懂，而且他們又很愛把自己偽裝成不像大陸的公司...........<br><br>說真的他們的帳的來源以及可信度到底在哪裡?<br><br>我相信某些大範圍的資料是真的，但也只是非常大範圍，至少他們總部遷移去哪裡，規模某些無法網路化的東西，實體的還是看的見，但像國籍這也是要他們有說別人才知道，而且新加坡感覺能容納那麼多東西，應該也很黑，誰知道現在新加坡實際屬於誰，大陸中共那麼愛買，像馬來西亞跟新加坡感覺很多東西都是花錢就可以買的~!到底現在這些國家的政權有沒有部分被買掉都不知道。<br><br>--------<br>搞不好其實從頭到尾蝦皮的說法，說什麼都在補貼運費導致蝦皮沒賺錢，也可能是假的，搞不好其實是電玩沒賺錢，但因為遊戲產業你要一直炒才有熱度和話題，新遊戲又不斷推陳出新，搞不好是遊戲賠錢，但店商有在賺錢，而店商蝦皮為了讓顧客同情他們，才說其實運費補貼是導致店商賠錢的原因，讓消費者同情他。<br><br>講真的現在的公司講什麼，愛放什麼新聞都是他們自己在決定，他們就不想讓別人知道蝦皮跟遊戲公司有關係，但卻又主要不斷/間接釋放運費是導致蝦皮沒賺錢的原因，為什麼就不主動一點讓人知道蝦皮跟遊戲公司是一體的?因為這樣大家就會知道蝦皮其實很有錢，就會覺得蝦皮做任何優惠都是應該的。<br><br>只能說現在的國際化企業經營，加上中共可以阻斷很多真實消息來源，一切都變得太複雜.........反正他們自己都會死，消費者也不用太上心，因為大部分的訊息都是片面的消息和資訊，他們真的不想讓你知道的事情就會極力隱藏，網頁搜尋等等也是可以洗和控制的，反正中共人多，要洗什麼網路的東西很快，加上蝦皮故意不進大陸就很奇怪，一切都是手段和操作。<br><br>大陸一堆企業的logo商標都想設計成看不出來自哪國，因為這樣進軍市場比較不會被用戶和其他國家反感，因為他們就是要把全世界的版圖都吃掉....當然他國會反感阿~!<br><br>-------<br>反正這種規模、這種經營方式就是死很快，起來也很快，死很快的原因就是因為太大還有太容易對別人造成影響，雖然大陸看似短短幾年的時間就成為世界第二大的經濟體，可是他們的跌倒卻是永遠的，大陸這次是永遠不可能起來了~!他們活了七十年，也沒有然後了<br><br>--------<br><br>我最無法理解和納悶的是，到底為什麼世界允許中共這種東西存在????他們到處汙染和破壞秩序以及美觀，一直不斷建造和釋放極度醜陋的東西，世界各國卻都默許??????????????你說要大陸世界工廠的人力，但為什麼要允許他們到處掛勾，又為什麼歐洲韓國都要大肆地跟中共掛勾，歐洲是地球上最漂亮的文化資產國度，居然寧願收中共好處也不肯管這件事情，總之我是真的很費解也很納悶........我覺得要賺錢跟允許放任真的是兩回事.............真的覺得他們幾年前沒有做好，現在才開始跟中共脫鉤，美國也是2018川普才開始警覺這件事情.....才開始反對中共.....<br><br>講真的我覺得世界上的每個國家在以前都懶得鳥台灣，不想幫台灣就算了，但是不阻止中共破壞世界秩序和環境，並且變成中共同路人，這件事情真的太離譜。太扯!雖然我本來就知道那些世界大國、強國凡事都是以利益為出發點，但那種什麼都不管的態度著實有嚇到我。<br><br>我真的沒想過他們可以等到敵人都已經站在自己家裡面才開始反應...........而且動作還很慢!到底?<br><br>---------<br>坦白講當看到世界都斷手斷腳斷器官，只剩下台灣還算活得好好的，我是驚嚇大於開心~,3
355,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-11,"我對pchome如此死忠 <br>他居然講過這種幹話...",5
356,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-11,蝦皮真的比較懂一般市井小民要什麼，但是我真的覺得他可以再好看一點，不然規模太大會醜化整個市場~不管是配色還是商標設計，都可以再複雜和有美感些。Pchome的整體經營理念還是比較根深柢固/美感，要認真買東西還是去pchome買，只是就稍微貴些。<br><br>-------<br>為什麼企業、大公司的財報或一些資訊，好像有時候是透明有時候又可以不公開?????<br><br>而且既然是同一間公司，有沒有可能電玩的成本寫在店商，店商的成本其實來自支持電玩，老實說現在對於這些數字都覺得蠻多可疑性?尤其又跟大陸有關，他們河南的銀行出事，但政府卻規定破產的居然是山東，完全看不太懂~我也不知道一間公司的收入和成本支出的財報、帳到底是誰來監督?既然是私人企業，又有誰能夠知道??他們如果要移來移去，或是直接作假誰又知道?更重要的又是跟騰訊大陸的政府掛勾。<br><br>大陸的東西真的完全看不懂，而且他們又很愛把自己偽裝成不像大陸的公司...........<br><br>說真的他們的帳的來源以及可信度到底在哪裡?<br><br>我相信某些大範圍的資料是真的，但也只是非常大範圍，至少他們總部遷移去哪裡，規模某些無法網路化的東西，實體的還是看的見，但像國籍這也是要他們有說別人才知道，而且新加坡感覺能容納那麼多東西，應該也很黑，誰知道現在新加坡實際屬於誰，大陸中共那麼愛買，像馬來西亞跟新加坡感覺很多東西都是花錢就可以買的~!到底現在這些國家的政權有沒有部分被買掉都不知道。<br><br>--------<br>搞不好其實從頭到尾蝦皮的說法，說什麼都在補貼運費導致蝦皮沒賺錢，也可能是假的，搞不好其實是電玩沒賺錢，但因為遊戲產業你要一直炒才有熱度和話題，新遊戲又不斷推陳出新，搞不好是遊戲賠錢，但店商有在賺錢，而店商蝦皮為了讓顧客同情他們，才說其實運費補貼是導致店商賠錢的原因，讓消費者同情他。<br><br>講真的現在的公司講什麼，愛放什麼新聞都是他們自己在決定，他們就不想讓別人知道蝦皮跟遊戲公司有關係，但卻又主要不斷/間接釋放運費是導致蝦皮沒賺錢的原因，為什麼就不主動一點讓人知道蝦皮跟遊戲公司是一體的?因為這樣大家就會知道蝦皮其實很有錢，就會覺得蝦皮做任何優惠都是應該的。<br><br>只能說現在的國際化企業經營，加上中共可以阻斷很多真實消息來源，一切都變得太複雜.........反正他們自己都會死，消費者也不用太上心，因為大部分的訊息都是片面的消息和資訊，他們真的不想讓你知道的事情就會極力隱藏，網頁搜尋等等也是可以洗和控制的，反正中共人多，要洗什麼網路的東西很快，加上蝦皮故意不進大陸就很奇怪，一切都是手段和操作。<br><br>大陸一堆企業的logo商標都想設計成看不出來自哪國，因為這樣進軍市場比較不會被用戶和其他國家反感，因為他們就是要把全世界的版圖都吃掉....當然他國會反感阿~!<br><br>-------<br>反正這種規模、這種經營方式就是死很快，起來也很快，死很快的原因就是因為太大還有太容易對別人造成影響，雖然大陸看似短短幾年的時間就成為世界第二大的經濟體，可是他們的跌倒卻是永遠的，大陸這次是永遠不可能起來了~!他們活了七十年，也沒有然後了<br><br>--------<br><br>我最無法理解和納悶的是，到底為什麼世界允許中共這種東西存在????他們到處汙染和破壞秩序以及美觀，一直不斷建造和釋放極度醜陋的東西，世界各國卻都默許??????????????你說要大陸世界工廠的人力，但為什麼要允許他們到處掛勾，又為什麼歐洲韓國都要大肆地跟中共掛勾，歐洲是地球上最漂亮的文化資產國度，居然寧願收中共好處也不肯管這件事情，總之我是真的很費解也很納悶........我覺得要賺錢跟允許放任真的是兩回事.............真的覺得他們幾年前沒有做好，現在才開始跟中共脫鉤，美國也是2018川普才開始警覺這件事情.....才開始反對中共.....<br><br>講真的我覺得世界上的每個國家在以前都懶得鳥台灣，不想幫台灣就算了，但是不阻止中共破壞世界秩序和環境，並且變成中共同路人，這件事情真的太離譜。太扯!雖然我本來就知道那些世界大國、強國凡事都是以利益為出發點，但那種什麼都不管的態度著實有嚇到我。<br><br>我真的沒想過他們可以等到敵人都已經站在自己家裡面才開始反應...........而且動作還很慢!到底?<br><br>---------<br>坦白講當看到世界都斷手斷腳斷器官，只剩下台灣還算活得好好的，我是驚嚇大於開心~,3
358,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-11,"我對pchome如此死忠 <br>他居然講過這種幹話...",5
360,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-10,"原本覺得PChome雖然沒比較便宜 但是東西比較多所以一直是常用的網購<br>但是近兩年因為疫情 到貨日期開始會拖很久<br><br>慢慢就會看看MOMO或蝦皮有沒有賣想要的商品 <br>結果發現好多東西都更便宜 像是印表機 延長線 手機周邊 生活小物<br>收貨日期也比較準時",3
364,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-10,"原本覺得PChome雖然沒比較便宜 但是東西比較多所以一直是常用的網購<br>但是近兩年因為疫情 到貨日期開始會拖很久<br><br>慢慢就會看看MOMO或蝦皮有沒有賣想要的商品 <br>結果發現好多東西都更便宜 像是印表機 延長線 手機周邊 生活小物<br>收貨日期也比較準時",3
367,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-10,PChome真的小金額公司採購好用,3
370,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-10,PChome真的小金額公司採購好用,3
371,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-09,"pchome 怪谁?介面n年不變 醜爆 又難用 感覺很像人力網站123 不用錢也不想用&lt;做電商界面醜又難用 pchome 要找客服 根本非常困難 他們客服上班制常常沒人接?會倒我覺很正常 公司整個服務沒創新 根本跟20年前差不多",1
372,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-09,我是不會替PChome加油的，即便我曾經那麼喜歡過這個平台，但這麼多年來他進步的地方屈指可數，電商本來就是塊大餅，當大家都在努力求進步，而P卻滿足於自己在台灣的現狀，在雙11就來新聞稿炫一下自己的營收，那注定不進則退。讓我真正失望就是在過去疫情重度防疫期間，遠端上班，PChome物流爆單，但是要我們消費者別擔心，客服們會在居家上班線上協助，結果買東西一直沒到就算了（因為物流爆單可以理解），但是寫信給客服詢問都沒人回，只有自動回覆提示48小時會有客服回信，結果等了10幾天一個毛消息也沒，訂單也沒進度，等了一個月只好自己取消。<br><br>而後，開始解封，遇到雙11，結果開始大量買廣告，YouTube也充斥著他們的宣傳，我都快吐了！之前我們消費者買東西付了錢你們PChome不讀不回、也不發貨，說好客服會回也沒有，然後現在節日到了，自己想開始做生意了，就出來開始宣傳。這種「敬業態度」，倒閉遲早的事。<br><br>這是網路的時代，沒有一家電商是無可取代的，永遠都有更優秀的後輩誕生。,1
374,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-09,"滾😡 去中國 pchome",1
375,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-09,我是不會替PChome加油的，即便我曾經那麼喜歡過這個平台，但這麼多年來他進步的地方屈指可數，電商本來就是塊大餅，當大家都在努力求進步，而P卻滿足於自己在台灣的現狀，在雙11就來新聞稿炫一下自己的營收，那注定不進則退。讓我真正失望就是在過去疫情重度防疫期間，遠端上班，PChome物流爆單，但是要我們消費者別擔心，客服們會在居家上班線上協助，結果買東西一直沒到就算了（因為物流爆單可以理解），但是寫信給客服詢問都沒人回，只有自動回覆提示48小時會有客服回信，結果等了10幾天一個毛消息也沒，訂單也沒進度，等了一個月只好自己取消。<br><br>而後，開始解封，遇到雙11，結果開始大量買廣告，YouTube也充斥著他們的宣傳，我都快吐了！之前我們消費者買東西付了錢你們PChome不讀不回、也不發貨，說好客服會回也沒有，然後現在節日到了，自己想開始做生意了，就出來開始宣傳。這種「敬業態度」，倒閉遲早的事。<br><br>這是網路的時代，沒有一家電商是無可取代的，永遠都有更優秀的後輩誕生。,1
380,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-09,"滾😡 去中國 pchome",1
382,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-09,"pchome 怪谁?介面n年不變 醜爆 又難用 感覺很像人力網站123 不用錢也不想用&lt;做電商界面醜又難用 pchome 要找客服 根本非常困難 他們客服上班制常常沒人接?會倒我覺很正常 公司整個服務沒創新 根本跟20年前差不多",1
391,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-08,Pchome就是用傳產的觀念服務態度來做電商…,4
397,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-08,Pchome就是用傳產的觀念服務態度來做電商…,4
409,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-07,pchome和露天的網站跟十年前幾乎一樣，會賺錢才有鬼，但蝦皮假貨爛貨問題不改善，遲早也做古.....,3
411,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-07,pchome和露天的網站跟十年前幾乎一樣，會賺錢才有鬼，但蝦皮假貨爛貨問題不改善，遲早也做古.....,3
443,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-04,Pchome死的好。塔綠班的高層金主開的。還跟網軍頭掩蓋打高佳瑜的新聞。台資最好的價錢跟速度是momo,5
449,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-04,Pchome死的好。塔綠班的高層金主開的。還跟網軍頭掩蓋打高佳瑜的新聞。台資最好的價錢跟速度是momo,5
454,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-03,Pchome介面很難用,2
459,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-03,Pchome介面很難用,2
466,YouTube,台灣pchome快掛，印度殺死蝦皮？shopee股,2022-09-02,"今年網購幾次,跑去PcHome跟Momo比價,同品牌同型號 , PcHome價格是Momo兩倍,誰要在PCHome買東西(翻桌)<br>而且PCHome送貨時間越來越容易超過24小時 ... 以前的快",5
