time,video_title,type,comment,video_id
2022-07-22,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PC Home的使用介面實在太落後了購物車竟然無法分批結算搜索功能也很差勁跟對岸的京東比起來pchome的介面簡直就像活在90年代,ZYiw9BrO8J8
2022-07-21,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,賺久習以為常的電商終於餓醒了,ZYiw9BrO8J8
2022-07-21,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,App頁面難用才是重點 ,ZYiw9BrO8J8
2022-07-21,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,自從搞什麼儲值之後就棄用了東西全部變貴然後要參加她的行銷才能正常買到連我這種資訊專長的都感到煩了MOMO直接簡單完全輾壓,ZYiw9BrO8J8
2022-07-20,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,網頁做得真的很爛,ZYiw9BrO8J8
2022-07-20,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,手機APP下載用用看就知道誰優誰裂了br一個還活在10年前,ZYiw9BrO8J8
2022-07-19,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,我真的不知道為什麼PCHOME的18T硬碟可以貴到靠北在蝦皮可以用一半以下的價錢買到 ,ZYiw9BrO8J8
2022-07-27,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,一半的價格敢買殺頭的生意有人做,ZYiw9BrO8J8
2022-07-18,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,光看到pchome那個介面設計 就知道這公司一點進步都沒有,ZYiw9BrO8J8
2022-07-18,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Momo 有超前佈署 贏在科技 越先進 就贏了 重金砸下 後浪推前浪 PCHome 被淘汰了,ZYiw9BrO8J8
2022-07-18,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,不是董事長自己當國策顧問還搞各種特權被抵制一波嗎br都還不是進一堆大陸貨加價賣,ZYiw9BrO8J8
2022-07-18,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PChome應該砍一些老臣坐領高薪價格又硬 頁面又老舊br 這些老臣 就是等著養老螺絲鬆 難怪都不會去擔心與跟上競爭者最新價格和優勢 詹宏志原來長期都沒有在看下面做什麼 這裡一堆留言都是詹宏志應該要來看的 不然以後PChome也要下台了,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PChome還有一個重點就是他們走到今天那個密密麻麻的產品介面還是都沒變   所有的文字跟數字都是擠在一起的排版老公司了真的沒想過要改變一下什麼嗎  還是說他們覺得一切都還是很OK XD,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,以前待過3Ｃ的賣場每次產品上架要做的標價立牌都是參考PChome的規格介紹沒想到時至今日PChome已經走到隊伍的尾巴了,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Pchome的資料庫也很差舊資料不下架還會在搜尋商品時導入商城個人賣家運費規則混亂幾次後就不想用了br然後是價格贈品時常輸momo一截只有時效是比較好的,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,簡單的很,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,我家是Pchome的愛用者br但pchome真的該加強它的搜尋引擎了br雖然我不曾跨國購買br但亞馬遜真的很好搜尋br只要輸入商品相關字br幾乎就能找到你要的商品br而你所閱讀商品的底下還會跳出一系列相同商品br供你參考br另外momo常常強打低價br確實吸引消費者的目光,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,五年前 被公司派駐上海 負責幫客戶規劃建造全場自動化物流系統 當然也包括了自動倉儲系統 只能說大多數的台灣的老闆不太願意投資自動化系統 只想引進便宜的外勞,ZYiw9BrO8J8
2022-08-06,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,微風  不止這些 每個月還有勞保 健保及勞退約6000 年終12個月 特休加休假1年超過120天夜班要比日班貴  1個日班30000月薪的崗位全年無休的人事成本約為250萬,ZYiw9BrO8J8
2022-07-22,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,謝佳宏 一個三班制的工廠來說 假設每個員工月薪30000元 1年等於360000乘於3 大約在100萬上下 兩年就回本了 br況且agv車現在沒那麼貴 除非是特殊機型,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,因為一台AVG自動無人車報價要200多萬br影片中至少20台車再跑br但是請一個員工3萬一年也才50萬有找br所以評估後br請員工划算,ZYiw9BrO8J8
2022-07-17,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,小心  大陆又偷台湾先进技术啦,ZYiw9BrO8J8
2022-07-16,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,主要是PCHOME 東西非常貴完全是定價賣沒優惠MOMO 物流超級級慢,ZYiw9BrO8J8
2022-07-16,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,白癡都被蝦皮賺走了,ZYiw9BrO8J8
2022-07-16,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,詹 文人武鬥有點難啊,ZYiw9BrO8J8
2022-07-16,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,蝦皮店到店也要兩天所以我覺得速度應該還好主要還是價格不像蝦皮而momo就算定價跟市價一樣一堆優惠折扣下來也是便宜再來買不到貨也是一個問題,ZYiw9BrO8J8
2022-07-16,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,做生意要過五關1出貨要快2商品要好3種類要多4價錢要便宜5服務要好五關皆過保你生意興隆商界無敵但很難做到不過五關皆有他的擁護人群過一關保你不倒過兩關保你養家糊口過三關保你荷包不空過四關保你家大業大過五關保你揚名商界富貴三代,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,名嘴又在天馬行空的評析了物流業的貨故與誤轉都是靠罰錢來控管根本是血汗產業,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,絕大部份都跑去買蝦皮了,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Pchome 商品沒有價格排序 都亂糟糟的 收尋物品判定也亂更不用說疫情期間物流卡的要死  等了幾十天 還不如momo快速到貨 早就建議過了依舊沒改善,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,從不准逆時中的獨裁走向人民自主應變br空心菜喝紅酒吃法國菜辛苦了br走中拍照跑攤喝酒唱歌辛苦了br 支持塔綠班我驕傲br 家不回了但跑攤唱歌br 家不回了但去找小三br 預算編了但沒有疫苗br 合約簽了但不能公開br 器材買了但還沒送到br 會議開了但沒有記錄br 破口有了但甩鍋公文br 破口查了但甩鍋萬華br 負責講了但絕不承認br 人數計了但校正回歸br 紓困作了但沒有領到br 高端審了但專家換血br 立委選了但只會捧懶br 郭董捐了但內宣收割br 價格問了但居心叵測   br 國手拚了但坐經濟艙br 疫苗買了但到貨無期br 高端勾了但被笑白鼠br 記者問了但不跟你說br 鍋子甩了但是你不滿br 質詢問了但不能犯錯br 振興搞了但還在印卷br 小英投了但謙卑沒了br 實話說了但網軍出征br 綠蔻辱了但不敢吭聲br 門牌報了但號碼錯的br 普篩類了但拉不下臉br 事假請了但要洗衣服br 下屬忙了但照樣跑攤br 疫情爆了但自主應變br 跟團禁了但不要溝通br 居隔亂了但要怪病毒br 市長選了但防疫落跑br 部長當了但是自由業br 部長跑了但劈腿來了,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,1這種AI分裝物流3 4年前就有看過大陸報導了br2PChome生意不好不是倉儲的問題br3關鍵時刻用了15分鐘在講倉儲br覺得有貓膩,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,MOMO價格有時候比蝦皮更便宜br而且不用擔心買到假貨,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,AI 很快會搶走人類工作機會,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PChome經營沒有前瞻眼光只會抱怨政府的政策詹宏志連蝦皮都打不贏遑論富可敵國的富邦電商是贏家通吃的行業PChome遲早被淘汰,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,正皓行情優哦,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,正皓跑通告月入百萬哦,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,momo幣也是買越多集越多點數折扣越多,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,最好用AI算出下個檔期各區可能需要的物品品項和量 然後限時推出比實體店面便宜的獨家折扣價然後清楚告知存貨剩多少每個區都要有小倉庫才不會一路從台中送台北最後遲到了客人會生氣採購也要主動出去挑品質比較好的廠商的貨作區隔化,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,想不到劉寶傑這麼幽默,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,momo會用手機營幕使用者點閱記錄追蹤消費者行為為在消費者看不同網頁時重複出現點過的產品的廣告並告知折扣多少br而且momo常常推出限時折扣跟原廠合作比原廠的店面價便宜br應該是有用到巨量分析的技術像是你所喜歡的相關產品 和你點過同商品的人也點過而且商品比較多元,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Momo物流也沒多快常常慢到不想説 最近還等三天以上收到貨客服現還給說是疫情brPC Home 反而比較驚艷物流常可當天到貨只是網站常常買不到東西種類太少真的可惜,ZYiw9BrO8J8
2022-07-19,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,對我來說還是24小時到貨比較實在贈品什麼的倒還好3C只要沒缺貨我還是首選PCHOME,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,momo是我唯一可以放心購買高價位家電的電商從價格下單到售後都可以放心,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,目前李正浩值兩個PChome,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,蝦皮 好像沒我什麼事,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,幾乎所有商品都比較貴當然會倒,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,始终是市场规模小了,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,當到博士薪水不止這樣,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,然後再一直哭腰失業率越來越高,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,高傲自大不思進取倒是正常這八個字是經商者最大自命傷為商這切記切記,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,看了好多留言真是主因啦,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,內部不檢討改進brpm拽的二五八萬br主動提活動還不鳥人br不倒怎麼可能,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,黃世聰上節目已經好幾年了 有空時口條需要多多訓練 常常會指東說西 烏克蘭和俄羅斯角色常常説錯,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PCHOME我真的很常用 就是看重他的24小時到貨  加油好嗎 遲到還可申請補償100真的很有感 住在北部 一直覺得pchome很好用 但是最近momo送的東西真的蠻多的 要加把勁 不然現實是很殘酷的,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,還是會用pchome家電也在pchome買只是普通商品還是首選momo可能是因為他們包裝和物流和網頁還算合我意吧,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,政治色彩太重,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,這梗說的好,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,for logistic and warhorse taiwan behinds CN for 5 years to the USA 10 years behind always looking at the cost for 23 millions pretty chicken for TW while you developed nice to outsider not for itself,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,正皓每天的通告費竟然這麼高,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,他一天跑好幾個通告,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,從pchome停掉信箱後就對他沒什麼好感了而且價格也沒人家便宜連蝦皮都比不上了吧,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,看了10分鐘這是在介紹永聯物流還是在介紹兩大購物網站的戰爭,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,李正皓被搶劫就是保潔害的,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,露天的管理超級差有的人同一商品可以複製幾百筆上百頁我找一樣商品花了三十分鐘了還在那一個商品複製海中另外有很多商品亂分類過濾條件差不多沒過濾而且我隔了一年再回去看露天是否有改善結果都沒變可見露天的主管群若不是不懂管理就是無心管理,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,LBJ doesn39t know how to pronounce quotAmazonquot Cmon man,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Pchome  24小時到貨承諾已不存在而且它的定價又比別家高為什麼要在這裡買呢brbr一個輕毀承諾的企業決不值得支持,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,取消信箱就不喜歡了信箱又沒多大成本你要改收一些些費用也還能接受直接取消讓用很久的人很困擾,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,詹只有打疫苗時會跑得比別人快,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,我也想練習把十幾個字連成一個來講,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,a hrefhttpswwwyoutubecomwatchvZYiw9BrO8J8ampt13m22s1322a,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,老闆的原因,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,拚速度是2018年的觀念現在2022年已經不再是了brbr外行人們做外行報導,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,app難用而已啦 裡面都老人腦袋不更新沒辦法 收掉一堆服務了br送貨的速度很快 買手機都去pchome,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,營收110億 結果賺120萬是啥鬼是公司要爆雷了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,台灣企業通病不能善終,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,塔綠班金主會經營企業噗噗噗,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,缺電就好笑了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,momo註冊要比較多個資,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,目前只有在momo缺貨而PCHOME有貨的時候才會用到PCHOME 其實價格都是比較次要的問題最重要的是PCHOME很不好逛momo雖然也沒做多好但是可以依照核心需求篩選出需要的東西真的節省很多時間,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,我以前常在PC家買br但現在大都在MOMO買了br同樣價格還有送MOMO幣brMOMO幣又等同現金也可以放一年brPC家不行了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,說真的momo退貨機制很方便網購難免大小功能會有落差收到貨趕緊確認是否適用不適用的話用原來包裝再小心包裝退貨很快就會收回退款沒買過的新品拆開包裝時會一併拍照否則退貨時容易如何包裝,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,但Pchome最近花很多錢併購很多金融科技的小公司br錢花錯地方了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,物流不是主因吧重點是pchome的UI真的是有夠醜又難用用過momo的介面真的完全不會想再去用pchome的,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,到時候沒電 這些東西也不能送了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,都買賣中國製造千萬不可上當,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,這個電商我買一隻手錶收9萬9仟9佰元是假的我打去問客服竟然説買太久了不能夠回應我,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Pchome和中華郵政合作就是錯的貨運人員要4點下班騷擾客戶一定配合發錢受氣誰還想用pchome,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,這個不能送那個要宅配價錢還別家公司貴欸,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,難怪李正皓要當名嘴,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,原來正皓這麼會賺,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,正皓寶傑別害我,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PC Home 非常傲慢以前我每年都在這裡消費幾十萬有一次不慎重複下單3M空靜機收到時即刻退貨一台住家的管理處秘書幫忙貼一張貼紙提醒收貨的快遞公司隔幾天PC Home打電話來告知需要扣款300元因為破壞紙箱我警告她無法接受與忍受她仍然堅持是我違反他們的規定也毫不手軟的扣了錢當天就刪掉PC Home的App 轉往其他平台沒有再回去過,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PChome24h 退貨真的很好用,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,之前會上PCHOME買東西都是24H馬上要那東西 貴一點沒關係 所以現在MOMO物流已經屌打PCHOME了嗎,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,劉寶傑的領帶好帥喔也是對安培晉三的緬懷 讚,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,需要保固的東西Momo 買其他大概在蝦皮都買的到,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PC就是貴而已而且沒什麼促銷的物品MOMO就有些東西特價的時候是全台最便宜的比蝦皮還便宜相反PC就沒有了而且現在還有谷歌搜索下去就出現的比價網都沒出現過PC的可憐,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,chou peter 笑死你有沒有用過蝦皮幾乎什麼商品都在蝦皮上面找的到也很多台灣大品牌在蝦皮開他們的官方商店還有台灣製造的也很多濫貨有多少東西都已經是大陸代工了你自己買東西好好看看產地,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,我記得烏克蘭去核武 中國不是說要義務保護烏克蘭嗎     難道中國又當歷史文件了   那中日公報跟中美公報也能當歷史文件拉,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,美國的各項目標大致都完成俄老毛子要GG了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Pchome商店街 有不少商品名不符實的店家 到底有沒有審查機制,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,PC home品牌 與 3C雜誌PC home 的關聯印象太深大家買3C才時才會想到PC home而對女生而言他們要的是生活及美妝要的是種溫馨感小幸福尤其很多年輕人現在喜歡一種文青質感PC home的品牌及網站較陽剛生硬PC也容易聯想到視窗電腦但感覺就像PC質感不能跟APPLE電腦比很奇怪城邦集團的文化出版很優秀為何不用這種文化質感的優勢重新改造PC home若不再重新定位以後人家以為跟全國電子及燦坤網站一樣是賣3C的,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,天下武功唯快不破一個小島網路訂個東西這麼久才到很不是意思自由市場會調整競爭淘汰不適用的廠商或電商很正常啊現在增資升級倉儲系統太慢了而且太燒錢了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,個人經驗pc home的東西比較貴這是主因,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,我較常用蝦皮偶爾使用momo,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,說一個笑話這個節目誇的永聯物流用的AGV是中國的趕快去查封阿這已經影響了台灣的國家安全了不只永聯喔台灣一堆物流都在用中國的AGV通通都抓去關吧,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,哎呀還真的不少耶,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,Momo會贏單純就是價格問題而已折扣超級多物流雖然慢但因為價格便宜所以可以接受brPChome單純就是死在價格超硬超貴物流雖然很快但價格真的沒辦法所以慢慢地大家都選擇momo,ZYiw9BrO8J8
2022-07-18,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,沒錯價格就是正解br好幾年前開始想買正品就都轉到MOMO買了,ZYiw9BrO8J8
2022-07-16,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,Pc的價格很硬信用卡又跟花旗合作硬上加硬哪裡賺的到錢,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,個人覺得現在PC Home唯一可以贏Momo的辦法就是PC Home折扣比Momo多又便宜物流變慢這一塊買家是可以接受的等於變回之前的MOMO版本br價錢還是決定一切的在台灣這一塊物流再慢大多數還是差在那兩到三天而已,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,台灣物流速度真的不是主要決勝點是價格啊br蝦皮物流還不是動不動就讓買家等上兩個禮拜一個月還不是照樣把PC Home和Momo壓在地上磨擦XD,ZYiw9BrO8J8
2022-07-15,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,現在最好笑的就是物流還變慢了今年買pny ssd拖5天才到還送一個期限1個月的購物禮券打發延遲到貨笑死,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,沒錯突破盲點,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,哈哈pchome數字造假管理不嚴僅不聽使用者建言被淘汰是必然的現在改進早已錯矢良機沒救了報應啊,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,每天賺13萬brbr還是每天虧13萬brbr自己心裡有數啦,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,一個萬年不變的系統能活到現在已經是奇蹟了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,pchome主要問題搜尋頁面商品少價格高缺貨使用介面感受差倒一倒算了,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,pchome有可能把資金拿去轉戰東南亞市場沒辦法台灣市場太小了上次這個節目說台商投資東南亞首次超過中國結果我在另一個財經節目看到有一半投資都是物流零售既然台灣一堆投資跑去東南亞搞物流零售估計賣的也是中國貨沒問題吧呵,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,reply,你意淫的有對過嗎br物流很重要的你不懂嗎brbr舔共別舔的這麼顯示你的無能無知,ZYiw9BrO8J8
2022-07-14,台灣電商大戰「物流為王」！PChome每天只賺1.,comment,pchome長期以3C為主但3C商品利潤已經不如以往了,ZYiw9BrO8J8
